Time;21ESSAGMillWeight;21ESCriticalImpact;21ESSAGFeedPV;21ESSAGFeedHLim;21ESSMWeightHighLimit;21ESSAGMillSpeedWSP;21ESSAGMillPower;Kwh/Ton
11-11-2013 21:20;2937,14;126,05;1943,14;3500;3050;6,72;10760,9;5,537892277
12-11-2013 02:40;2892,38;2,64;3685,28;3735,91;2955,48;8,24;16489,26;4,474357444
12-11-2013 08:00;2885,77;1,45;3676,87;3740,39;2950;8,35;16786,53;4,565440171
12-11-2013 13:20;2894,5;1,41;3348,39;3450;2950;8,37;16938,05;5,05856546
12-11-2013 18:40;2909,13;0,83;3350,49;3420,69;2965,65;8,28;16809,01;5,016881113
13-11-2013 00:00;2919,39;1,21;3631,06;3651,93;2979,96;8,24;16908,66;4,656673258
13-11-2013 05:20;2902,6;1,11;3433,79;3644,95;2950;8,4;17172,95;5,001164894
13-11-2013 10:40;2932,84;0,31;3455,35;3646,41;2999,65;8,4;16765,12;4,851931063
13-11-2013 16:00;2976,32;0,16;3347,96;3524,74;3050;8,38;16296,39;4,867558155
13-11-2013 21:20;3034,68;4,87;2754,06;3253,28;3050;8,34;16716,65;6,069820556
14-11-2013 02:40;2959,11;0,29;3167,84;3618,31;2988,56;8,39;17275,99;5,453555104
14-11-2013 08:00;2956,79;0,08;3230,03;3712,53;2982,78;8,38;17320,93;5,362467222
14-11-2013 13:20;3003,46;0,11;3759,79;4071,35;3070;8,35;17572,34;4,673755715
14-11-2013 18:40;2969,68;0,18;3791,19;4178,7;3070;8;15776,44;4,161342481
15-11-2013 00:00;2969,29;1,13;3161,65;3564,87;2984,45;8,35;17929,13;5,67081429
15-11-2013 05:20;2911,79;0,71;3361,43;3400;2960;8,28;17416,02;5,18113422
15-11-2013 10:40;2911,11;0,43;3352,17;3414,84;2960;8,23;17136,2;5,111972245
15-11-2013 16:00;2938,69;0,31;3395,15;3672,76;2976,79;7,93;16587,59;4,885672209
15-11-2013 21:20;3019,59;2,15;3009,46;3581,25;3007,34;8,2;18779,48;6,240149396
16-11-2013 02:40;3022,75;1,59;3048,46;3589,41;3007,54;8,31;19205,46;6,300053142
16-11-2013 08:00;2952,38;1,01;3424,99;3547,3;3040;8,28;18102,67;5,285466527
16-11-2013 13:20;2920,11;0,97;3794,96;3800;3040;8,23;17457,25;4,600114362
16-11-2013 18:40;2962,27;0,31;3349,86;3609,32;3068,8;8,06;16327,34;4,874036527
17-11-2013 00:00;2952,65;0,54;3093,37;3187,36;3019,38;8,38;17740,54;5,735020382
17-11-2013 05:20;2929,02;0,53;3016,52;3153,18;2978,82;8,38;17524,4;5,80947582
17-11-2013 10:40;2942,47;0,44;3197,99;3464,38;2998,43;8,33;17313,44;5,413850575
17-11-2013 16:00;2923,84;0,42;3590,01;3598,52;3000;8,25;17364,15;4,836797112
17-11-2013 21:20;2986,06;14,25;2625,42;3464,61;3000,98;7,67;15938;6,070647744
18-11-2013 02:40;2944,01;0,86;3018,78;3189,86;2965,47;8,36;18120,47;6,002580513
18-11-2013 08:00;2932,71;1,24;3132,04;3266,16;2948,71;8,37;18012,33;5,75098977
18-11-2013 13:20;2943,49;0,28;3594,25;3617,71;3016,69;8,26;17767,75;4,94338179
18-11-2013 18:40;3076,51;1,55;2892,76;3650;3020;8,46;19079,88;6,595735561
19-11-2013 00:00;3061,31;0,07;2814,96;3456,04;3070,88;8,4;16997,63;6,03832026
19-11-2013 05:20;2989,44;0,1;3703,25;3900;3070;8,4;16948,5;4,57665564
19-11-2013 10:40;2960,81;0,39;3608,28;3695,99;3076,57;8,29;16694,05;4,626594943
19-11-2013 16:00;2894,38;0,44;3451,22;3450;3080;8,09;16528,19;4,789086178
19-11-2013 21:20;2944,37;0,18;3391,16;3452,79;3055,23;8,3;16998,69;5,01264759
20-11-2013 02:40;2903,84;0,43;3336,01;3333,46;3008,7;8,34;17086,54;5,121849155
20-11-2013 08:00;2992,01;0,11;3049,7;3308,18;3028,53;8,42;17135,42;5,618723153
20-11-2013 13:20;2891,59;4,61;3336,95;3502,14;3080;7,83;15764,42;4,724200243
20-11-2013 18:40;2983,75;0,81;3308,65;3553,44;3080;8,26;16852,23;5,09338552
21-11-2013 00:00;2991,86;0,76;2990,72;3374,17;3038,49;8,37;16847,66;5,63331238
21-11-2013 05:20;2950;0,91;3504,68;3510,47;3030;8,36;16916,02;4,826694591
21-11-2013 10:40;2929,2;1,44;3470,43;3530,31;3061,42;8,35;17022,27;4,904945497
21-11-2013 16:00;3029,43;5,88;2927,18;3618,85;3077,61;8,16;17044,68;5,822901222
21-11-2013 21:20;3024,56;13,61;2283,82;3600;3080;7,88;15785,98;6,912094648
22-11-2013 02:40;2895,27;1,3;3595,48;3600;3005,88;8,4;17032,15;4,737100471
22-11-2013 08:00;2921,54;1,48;3496,78;3601,93;3000;8,42;16758,08;4,792431894
22-11-2013 13:20;2894,94;2,69;3601,01;3639,79;2962,34;8,22;16815;4,669523273
22-11-2013 18:40;2920,71;1,21;3611,93;3700;3000;8,42;17412,44;4,820813249
23-11-2013 00:00;2974,44;0,38;3052,9;3427,5;3000;8,6;17401,83;5,700098267
23-11-2013 05:20;2975,31;0,72;3278,16;3588,65;3000;8,58;17100,53;5,21650255
23-11-2013 10:40;2906,66;1,28;3556,55;3541,59;2975,31;8,48;17097,02;4,807192363
23-11-2013 16:00;2884,88;1,97;3677,74;3750;2955,12;8,44;16916,7;4,599754197
23-11-2013 21:20;2890,64;2,15;3637,53;3636,41;2955,89;8,6;17316,72;4,760571047
24-11-2013 02:40;2962,27;0,59;3410,48;3500;3036,69;8,65;17318,81;5,078115104
24-11-2013 08:00;2918,95;1,5;3580,96;3592,08;3024,32;8,66;16931,08;4,728084089
24-11-2013 13:20;2882,8;2,97;2916,71;2955,42;2931,7;7,66;15315,63;5,250995128
24-11-2013 18:40;2882,19;2,73;3877,82;3931,7;2921,22;8,47;16919,21;4,363072551
25-11-2013 00:00;2908,98;1,4;3671,94;3701,41;3009,32;8,47;17102,63;4,657655082
25-11-2013 05:20;2981,16;0,66;3083,25;3500;3020;8,76;17913,25;5,809859726
25-11-2013 10:40;2962,29;1,92;3070,47;3608,33;3000,53;8,56;17801,34;5,797594505
25-11-2013 16:00;2919,71;1,98;2899,36;3807,32;2931,22;7,65;15058,7;5,193801391
25-11-2013 21:20;2903,29;2,71;3513,17;3835,83;2920;8,12;16117,79;4,587819548
26-11-2013 02:40;2883,17;3,67;3719,79;3720;2920;8,51;17288,71;4,647765062
26-11-2013 08:00;2905,09;2,07;3612;3733,5;2920;8,54;17347,34;4,802696567
26-11-2013 13:20;2896,15;1,88;3762,81;3800;2908,57;8,53;17346,81;4,610068008
26-11-2013 18:40;2917,83;2,23;3520,9;3700,52;2900;8,67;17803,07;5,056397512
27-11-2013 00:00;2913,77;5,56;3559,22;3638,28;2900;8,62;17407,21;4,890737296
27-11-2013 05:20;2925,08;2,43;3444,83;3716,41;2900;8,67;17248,12;5,006958253
27-11-2013 10:40;2862;1,87;3737,92;3732,53;2900;8,38;16538,09;4,424409832
27-11-2013 16:00;2930,35;1,75;3615,9;3750;2881,61;8,7;17537,74;4,850172848
27-11-2013 21:20;2862,83;3,34;3730,59;3750;2880;8,4;16632,54;4,458420786
28-11-2013 02:40;2842,65;3,06;3750,47;3750;2880;8,26;16082,21;4,288051897
28-11-2013 08:00;2833,14;2,38;3748,76;3750;2880,73;8,33;15928,95;4,249125044
28-11-2013 13:20;2878,34;19,7;2548,62;3776,64;2923,62;6,82;11843,09;4,646863793
28-11-2013 18:40;2895;0,97;3476,15;3863,44;2961,59;8,25;15836,56;4,555775786
29-11-2013 00:00;2880,16;4,64;3634,44;3900;2980;8,62;17050,42;4,691347223
29-11-2013 05:20;2858,03;2,26;3687,52;3900;2980;8,52;16698,58;4,528403914
29-11-2013 10:40;2844,31;2,65;3802,29;3900;2980;8,57;16569,22;4,357694968
29-11-2013 16:00;2941,39;7,22;3311,03;3900;2980;8,64;16653,44;5,029685627
29-11-2013 21:20;2864,59;4,84;3539,79;3900;2980;8,74;16846,68;4,75923148
30-11-2013 02:40;2825,49;3,41;3450,35;3900;2980;8,63;16150,97;4,680965699
30-11-2013 08:00;2859,37;2,3;3353,48;3900;2980;8,82;16459,63;4,908223696
30-11-2013 13:20;2833,64;4;3493,97;3774,48;2980;8,69;16503,17;4,72332905
30-11-2013 18:40;2832,65;1,43;3572,89;3700;2980;8,62;15967,45;4,469057262
01-12-2013 00:00;2822,85;2,41;3267,66;3528,67;2934,55;8,63;16064,61;4,916242816
01-12-2013 05:20;2831,32;2,47;3241,51;3250;2860;8,74;16300,15;5,028566933
01-12-2013 10:40;2830,26;2,14;3182,94;3332,99;2869,82;8,57;15851,27;4,980071883
01-12-2013 16:00;2864,46;1,45;3357,54;3482,08;2880;8,63;16639,55;4,955875433
01-12-2013 21:20;2842,18;8,46;2460,96;2580,36;2874,58;7,92;14981,61;6,087709674
02-12-2013 02:40;2874,45;2,63;3344,12;3590,21;2874,41;8,83;16959,49;5,071435834
02-12-2013 08:00;2858,3;2,39;3146,24;3487,6;2862,73;8,77;16671,39;5,298829714
02-12-2013 13:20;2829,36;2,48;3637,9;3661,12;2880;8,6;16203,36;4,454042167
02-12-2013 18:40;2878,92;4,48;3656,84;3900;2880;8,72;16775,21;4,587351374
03-12-2013 00:00;2880,17;2,55;3167,2;3545,65;2872,67;8,79;17186,54;5,426414499
03-12-2013 05:20;2856,26;4,12;3251,81;3300;2860;8,79;17254,5;5,306121821
03-12-2013 10:40;2915,55;1,31;3190,36;3300;2860;8,69;17382,37;5,448403942
03-12-2013 16:00;2889,53;1,63;2917,32;3300;2860;8,7;16883,54;5,78734592
03-12-2013 21:20;2897,63;1,12;2975,24;3335,62;2869,61;8,64;16717,3;5,618807222
04-12-2013 02:40;2835,3;1,96;3471,54;3545,83;2880;8,64;16503,82;4,754034233
04-12-2013 08:00;2829,97;0,38;483,16;3800;2880;3,86;2796,29;5,787503105
04-12-2013 13:20;2783,05;3,65;0;3800;2880;3;2,18;#DIV/0!
04-12-2013 18:40;2784,72;6,2;0;3800;2880;3;2,48;#DIV/0!
05-12-2013 00:00;2873,76;0,23;829,77;3804,22;2883,94;4,15;4203,95;5,066403943
05-12-2013 05:20;2955,81;1,03;3879,82;3900;3000;8,04;15381,23;3,964418452
05-12-2013 10:40;2883,05;2,3;3669,42;3900;3000;7,98;15506,68;4,225921263
05-12-2013 16:00;2892,06;2,51;3144,37;3900;3000;7,13;12606,66;4,009280078
05-12-2013 21:20;2896,89;0,9;3712,7;3751,88;3000;8,14;15447,99;4,160850594
06-12-2013 02:40;2943;0,06;3499,17;3600;3000;8,13;14763,93;4,219266283
06-12-2013 08:00;2905,93;1,27;3537,07;3600;3000;8,14;15310,75;4,328653377
06-12-2013 13:20;2854,48;1,38;3921,02;3845,91;3029,4;7,78;14570,31;3,715948911
06-12-2013 18:40;2844,61;3,46;3863,99;3882,24;3050;8,06;15002,48;3,882639448
07-12-2013 00:00;2837,34;2,54;3880,15;3895,94;3050;8,06;14965,4;3,856912748
07-12-2013 05:20;2955,63;0,45;3596,38;4000;3019,56;8,38;16620,47;4,621444341
07-12-2013 10:40;2901,61;2,67;3367,18;3944,92;3018,39;8,12;15304,9;4,545316853
07-12-2013 16:00;2858,8;2,26;3795,71;3858,23;3050;8,19;15557,12;4,098606058
07-12-2013 21:20;2926,47;2,43;3119,87;3890,62;3027,45;8,13;14240,74;4,564529932
08-12-2013 02:40;2831,33;1,95;3484,21;3571,88;3000;7,82;13292,92;3,815189096
08-12-2013 08:00;2837,42;2,46;3517,11;3519,61;2999,69;8,1;14580,28;4,145528573
08-12-2013 13:20;2752,6;13,29;1530,64;3650,38;2890;6,26;6604,51;4,31486829
08-12-2013 18:40;2860,51;2,72;3240,54;3765,44;2890,03;7,43;12985,98;4,007350627
09-12-2013 00:00;2851,58;2,38;3479,14;3613,18;2980,83;8,14;15102,06;4,340745127
09-12-2013 05:20;2847,76;2,94;3331,5;3347,66;3050;8,09;15000,81;4,502719496
09-12-2013 10:40;2823,72;3,97;3351,98;3350,09;2932;7,8;13620,74;4,063490832
09-12-2013 16:00;2843,76;2,87;3527,49;3541,85;2821,07;7,86;14572,76;4,131198104
09-12-2013 21:20;2852,5;2,34;3552,46;3557,08;2877,89;8,01;15609,03;4,393865096
10-12-2013 02:40;2829,25;3,36;3416,15;3421,07;2900;7,64;14129,87;4,136197181
10-12-2013 08:00;2847,48;2,12;3311,79;3320,4;2886,67;7,69;14190,57;4,284864077
10-12-2013 13:20;2844,12;2,46;3296,03;3300;2845,61;7,69;14525,27;4,406898602
10-12-2013 18:40;2836,27;2,57;3287;3291,61;2832,45;7,65;13836,69;4,209519319
11-12-2013 00:00;2879,13;3,29;3315,99;3374,43;2904,16;8,05;15527,23;4,682532215
11-12-2013 05:20;2880,6;1,75;3270,05;3400;2900;8,08;15415,52;4,714154218
11-12-2013 10:40;2866,31;3,73;3186,12;3492,29;2845,64;7,72;15012,44;4,711825041
11-12-2013 16:00;2852,91;9,39;3328,25;3594,8;2830,54;7,61;14194,2;4,264763765
11-12-2013 21:20;2868,33;5,62;3617,98;3604,9;2840,46;8,28;16118,04;4,454983167
12-12-2013 02:40;2879,63;6,37;3281,87;3750;2900;7,54;14188,58;4,323321765
12-12-2013 08:00;2904,01;3,06;2511,62;3750;2900;6,68;11574,93;4,608551453
12-12-2013 13:20;2909,3;2,41;2174,91;3737,73;2888,2;6,76;12659,22;5,820571886
12-12-2013 18:40;2895,1;6,9;3273,67;3750;2817;8,2;16667,8;5,091472262
13-12-2013 00:00;2888,17;11,9;3470,76;3750;2817;8,3;17214,62;4,959899273
13-12-2013 05:20;2940,34;5,47;3614,3;3750;2817;8,46;17132,56;4,740215256
13-12-2013 10:40;2943,29;2,46;3024,54;3750;2817;8,34;17023,81;5,628561699
13-12-2013 16:00;3003,12;2,38;2440,8;3750;2817;8,17;18096,11;7,414007702
13-12-2013 21:20;2871,84;5,08;3694,26;3774,59;2817,27;7,9;15357,1;4,157016561
14-12-2013 02:40;2895,66;5,72;2982,2;2998,46;2818;7,97;15897,46;5,330782644
14-12-2013 08:00;2877,22;5,01;3503,53;3366,27;2840,59;8,05;16054,22;4,582298425
14-12-2013 13:20;2898,53;3,03;3726,96;3736,3;2900;8,3;16649,31;4,467262863
14-12-2013 18:40;2920,25;2,32;3626,9;3750;2900;8,31;16632,69;4,585924619
15-12-2013 00:00;2857,73;4,39;3677,58;3684,38;2819,76;7,89;15145,49;4,118330533
15-12-2013 05:20;2859,49;3,6;3319,55;3325,72;2829,53;7,94;15202,1;4,579566508
15-12-2013 10:40;2870,62;3,33;3516,55;3513,87;2891,14;8,12;15760,78;4,481887077
15-12-2013 16:00;2886,45;3;3687,21;3719,2;2950;8,2;16149,98;4,380000054
15-12-2013 21:20;2894,71;3,74;3596,92;3683,24;2882,35;8,24;16316,31;4,536189295
16-12-2013 02:40;2882,56;6,28;3351,23;3422,86;2818;8,24;16491,62;4,921064803
16-12-2013 08:00;2889,82;3,84;3456,77;3499,79;2849,76;8,3;16501,58;4,773699147
16-12-2013 13:20;2885;2,46;3734,43;3750;2950;8,18;15907,64;4,259723706
16-12-2013 18:40;2944,33;0,39;3739,85;3750;2940,31;8,38;16595,01;4,437346418
17-12-2013 00:00;2892,2;2,74;3664,68;3663,26;2827,49;8,06;15999,44;4,365849133
17-12-2013 05:20;2909,8;2,15;3524,82;3560,31;2818;8,23;17012;4,826345742
17-12-2013 10:40;2924,23;1,26;3546,51;3674,56;2881,55;8,33;17068,7;4,81281598
17-12-2013 16:00;2897,19;2,51;3732,38;3773,2;2900;8,27;16779,8;4,495737304
17-12-2013 21:20;2882,78;2,37;3699,25;3703,03;2858,62;8,13;15732,71;4,252945867
18-12-2013 02:40;2910,6;2,08;1907,82;3389,1;2818;5,78;8776,5;4,600276756
18-12-2013 08:00;2885,22;2,46;3737,97;3755,15;2818;8,06;16597,61;4,440273731
18-12-2013 13:20;2889,5;2,99;3609,6;3644,11;2818;8,27;17187,44;4,761591312
18-12-2013 18:40;2878,03;2,56;3529,94;3605,29;2844,8;8,11;16357,36;4,633891794
19-12-2013 00:00;2898,65;2,46;3549,42;3598,93;2880,06;8,21;17115,46;4,822044165
19-12-2013 05:20;2873,36;2,48;3313,46;3352,29;2900;7,81;15478,28;4,671334496
19-12-2013 10:40;2852,95;2,88;3207,67;3209,79;2900;7,38;13180,74;4,109132174
19-12-2013 16:00;2879,26;2,74;3248,89;3249,79;2900;7,66;14370,48;4,423196846
19-12-2013 21:20;2885,97;2,86;3204,94;3229,09;2900;7,74;14842,06;4,630994652
20-12-2013 02:40;2887,11;3,3;3437,32;3434,92;2900;7,69;14450,41;4,203975772
20-12-2013 08:00;2911,17;3,34;3380,62;3413,07;2900;7,97;16047,79;4,746996113
20-12-2013 13:20;2867,05;2,58;3287,11;3289,38;2900;7,47;14103,71;4,290610901
20-12-2013 18:40;2871,27;2,82;3056,34;3055,94;2900;7,6;14422,6;4,718912163
21-12-2013 00:00;2916,08;3,91;2516,03;3375,89;3352,89;7;13458,24;5,348998223
21-12-2013 05:20;2856,59;3,33;2222,96;2319,09;3450;6,36;11290,25;5,078926296
21-12-2013 10:40;2868,73;3,31;2034,93;2000;2987,37;6,41;11986,36;5,890305809
21-12-2013 16:00;2861,57;2,93;2082,83;2209,09;2900;5,97;10642,81;5,109783324
21-12-2013 21:20;2852,39;3,63;2396,9;2413,36;2900;5,89;10667,06;4,450356711
22-12-2013 02:40;2851,45;2,86;3801,99;3829,97;2900;7,24;13450,41;3,537728926
22-12-2013 08:00;2858,9;3,69;2849,02;3008,31;2900;6,73;12441,34;4,366884051
22-12-2013 13:20;2919,28;5,61;3087,69;3396,2;2900;6,93;14185,77;4,59429865
22-12-2013 18:40;2895,43;4,27;3647,56;3962,5;2900;7,28;14141,81;3,877060281
23-12-2013 00:00;2871,79;3,04;3951,5;3950;2900;7,76;15239,54;3,856646843
23-12-2013 05:20;2905,33;3,71;3754;3950;2900;7,75;15891,05;4,233098029
23-12-2013 10:40;2951,93;3,13;3562,7;3950;2900;8,33;18265,88;5,126976731
23-12-2013 16:00;2898,37;5,26;3671,8;3692,4;2840,34;7,98;16715,31;4,552347622
23-12-2013 21:20;2951,23;4,95;3301,58;3541,33;2859,51;8,11;17541,18;5,312965308
24-12-2013 02:40;2947,07;12,18;3409,83;3400;2900;7,76;16813,71;4,930952569
24-12-2013 08:00;2924,57;4,35;3288,99;3400;2876,98;7,22;14299,7;4,347748093
24-12-2013 13:20;2933,59;4,4;3234,99;3238,52;2818;7,41;14682,27;4,538582809
24-12-2013 18:40;2937,43;6,73;3262,49;3287,89;2818;7,32;15115,26;4,633044086
25-12-2013 00:00;2937,64;2,58;3236,43;3271,2;2889,49;7,42;15454,9;4,775292529
25-12-2013 05:20;2982,12;4,09;3269,08;3300;2900;8,12;17984,1;5,501272529
25-12-2013 10:40;2944,48;5,09;2804;3379,48;2841,69;6,84;13595,56;4,848630528
25-12-2013 16:00;2974,44;6,12;3491,48;3570,67;2823,7;7,69;17015,46;4,873423305
25-12-2013 21:20;2972,61;5,51;3320,04;3318,48;2855,16;7,74;16934,03;5,100549993
26-12-2013 02:40;2934,01;4,54;3296,27;3300;2900;7,35;14995,25;4,549157078
26-12-2013 08:00;2977,34;2,85;3301,21;3300,99;2899,27;7,65;16606,4;5,030397945
26-12-2013 13:20;2949,22;4,2;3298,35;3383,7;2818;7,23;14812,61;4,490915155
26-12-2013 18:40;2950,19;4,53;3154,16;3157,94;2818;7,3;14948,07;4,739160347
27-12-2013 00:00;2975,12;9,25;3287,07;3293,2;2896,24;7,74;16469,41;5,010361812
27-12-2013 05:20;2976,46;7,78;3216,12;3221,2;2900;7,96;17647,87;5,487317016
27-12-2013 10:40;2953,78;3,98;3202,76;3200;2845,89;7,57;15958,9;4,982858535
27-12-2013 16:00;2970,93;4;2945,84;3110,91;2818;7,22;14924,34;5,066242566
27-12-2013 21:20;2982,71;10,64;3081,45;3050;2818;7,49;16922,84;5,491843126
28-12-2013 02:40;2981,12;13,94;3219,46;3089,4;2818;7,36;16918,36;5,255030347
28-12-2013 08:00;2981,7;4,68;3158,29;3146,48;2838,68;7,48;16461,76;5,212238268
28-12-2013 13:20;2978,45;4,83;3140,24;3286,69;2900;7,39;15901,63;5,063826332
28-12-2013 18:40;3002,97;4,38;3623,35;3646,28;2897,39;7,89;17773,25;4,905198228
29-12-2013 00:00;2967,15;3,83;3146,36;3150,68;2818;7,45;15545,51;4,940791899
29-12-2013 05:20;3015,75;5,49;3205,47;3281,64;2818;8,05;18838,39;5,876950962
29-12-2013 10:40;2952,61;4,29;3373,58;3374,17;2838,65;7,61;15537,69;4,605697805
29-12-2013 16:00;2947,35;5,11;3293,04;3311,69;2860,23;7,45;14490,31;4,400283629
29-12-2013 21:20;2933,14;5,75;3116,07;3156,15;2857,67;7,01;13254,36;4,253550145
30-12-2013 02:40;2921,23;6,78;3319,68;3317,62;2876,5;6,87;13528,83;4,075341599
30-12-2013 08:00;2944,74;4,64;3263,01;3279,92;2880;7,39;15029,29;4,605958915
30-12-2013 13:20;2941,08;4,8;3406,74;3412,6;2880;7,5;14747,14;4,328812883
30-12-2013 18:40;2949,69;4,33;3697,46;3700;2886,79;7,7;15534,11;4,201292238
31-12-2013 00:00;2924,21;4,65;3700,22;3700;2861,28;7,17;13733,28;3,711476615
31-12-2013 05:20;2934,63;4,22;3699,87;3702,55;2850;7,48;15232,04;4,116912216
31-12-2013 10:40;2963,41;4,11;3872,34;3874,18;2850;7,96;17075,58;4,409628287
31-12-2013 16:00;2981,83;4,55;3715,31;3950,44;2850;7,8;16390,38;4,411578038
31-12-2013 21:20;2984,18;4,32;3736,38;3733,18;2869,33;7,94;17541,16;4,694693795
;;;;;;;;
;;;;;;;;
04-10-2013 00:00;21-03-1908 14:12;###############################################################################################################################################################################################################################################################;;;;###############################################################################################################################################################################################################################################################;###############################################################################################################################################################################################################################################################;
;;;;;;;;
19-08-2013 02:40;08-05-1908 16:10;###############################################################################################################################################################################################################################################################;;;;###############################################################################################################################################################################################################################################################;###############################################################################################################################################################################################################################################################;
;;;;;;;;
16-11-2013 02:40;05-02-1908 10:16;###############################################################################################################################################################################################################################################################;;;;###############################################################################################################################################################################################################################################################;###############################################################################################################################################################################################################################################################;
